Geo Point;Geo Shape;visible;user;id;timestamp;amenity;.oms;other_tags
43.9230791063,4.7865429378;"{""type"": ""LineString"", ""coordinates"": [[4.7866089, 43.9230952], [4.7865166, 43.9231251], [4.786477, 43.923063], [4.7865692, 43.9230331], [4.7866089, 43.9230952]]}";;nlehuby;83749921;2020-04-02T22:09:15+02:00;car_rental;;"{""building"": ""yes"", ""source:building"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""brand:wikidata"": ""Q1376256"", ""source:name"": ""survey"", ""wall"": ""no"", ""brand"": ""Europcar"", ""survey:date"": ""2018-11-02"", ""name"": ""Europcar""}"
43.9225745068,4.78623823749;"{""type"": ""LineString"", ""coordinates"": [[4.7863049, 43.9225928], [4.7862126, 43.9226227], [4.7861716, 43.9225562], [4.7862638, 43.9225263], [4.7863049, 43.9225928]]}";;cabinetcourbi;83753493;2018-11-03T08:11:46+01:00;car_rental;;"{""building"": ""retail"", ""shop"": ""yes"", ""name"": ""Avis"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""brand"": ""Avis;Budget""}"
43.9423614324,4.80482803614;"{""type"": ""LineString"", ""coordinates"": [[4.8046945, 43.9421894], [4.8048153, 43.9421538], [4.8050995, 43.9423585], [4.8051347, 43.9424731], [4.8046524, 43.9425282], [4.8046155, 43.9425079], [4.804584, 43.9423295], [4.8045806, 43.9422911], [4.8045738, 43.9422128], [4.8046945, 43.9421894]]}";;JLZIMMERMANN;205333426;2019-11-21T11:50:11+01:00;parking;;"{""access"": ""private"", ""source"": ""survey"", ""capacity"": ""53"", ""name"": ""R\u00e9serv\u00e9 SNCF"", ""parking"": ""surface"", ""operator"": ""SNCF"", ""survey:date"": ""2018-08-28"", ""surface"": ""asphalt""}"
44.1373914,4.81885565;"{""type"": ""LineString"", ""coordinates"": [[4.8188774, 44.1373994], [4.8188779, 44.1373841], [4.8188339, 44.1373834], [4.8188334, 44.1373987], [4.8188774, 44.1373994]]}";;Patchi;792112188;2020-06-01T16:18:32+02:00;shelter;;"{""operator:shelter"": ""ClearChannel"", ""wall"": ""no"", ""ref:shelter"": ""1025"", ""shelter_type"": ""public_transport"", ""bench"": ""yes""}"
43.3024841,5.38162545;"{""type"": ""LineString"", ""coordinates"": [[5.3815892, 43.3024968], [5.3816207, 43.3025132], [5.3816617, 43.3024714], [5.3816302, 43.302455], [5.3815892, 43.3024968]]}";;Polyglot;416720157;2018-06-29T21:39:14+02:00;shelter;;"{""shelter_type"": ""public_transport""}"
43.3027095167,5.38206560083;"{""type"": ""LineString"", ""coordinates"": [[5.3820558, 43.3027395], [5.3821021, 43.3026939], [5.3820754, 43.3026795], [5.3820291, 43.3027252], [5.3820558, 43.3027395]]}";;Virgile1994;417092656;2016-05-10T22:17:33+02:00;shelter;;"{""level"": ""0""}"
43.3023534072,5.38105897607;"{""type"": ""LineString"", ""coordinates"": [[5.3812651, 43.302529], [5.3812795, 43.3025157], [5.3813086, 43.3024887], [5.3813441, 43.3024558], [5.381361, 43.3024402], [5.3808487, 43.3021762], [5.3808381, 43.302187], [5.3808077, 43.3022183], [5.3807745, 43.3022523], [5.3807588, 43.3022684], [5.3812651, 43.302529]]}";;oc-OpenStreetMap;417106517;2019-05-20T18:57:30+02:00;parking;;"{""source"": ""Bing + terrain"", ""source:name:oc"": ""ieo-bdtopoc"", ""name"": ""D\u00e9pose-minute Narwik"", ""level"": ""0"", ""name:oc"": ""Depausa-l\u00e8u Narvik""}"
43.4535052382,5.31844665672;"{""type"": ""LineString"", ""coordinates"": [[5.3183644, 43.453359], [5.3184064, 43.453374], [5.3184154, 43.4533317], [5.318477, 43.4533298], [5.3185253, 43.45332], [5.3185914, 43.4534363], [5.3186112, 43.4535342], [5.3185656, 43.4536763], [5.3184261, 43.4536627], [5.3183242, 43.4536101], [5.3182571, 43.4535985], [5.3183376, 43.4533804], [5.3183644, 43.453359]]}";;Coq;229904611;2018-09-21T11:06:23+02:00;parking;;"{""access"": ""permissive"", ""fee"": ""yes"", ""parking"": ""surface"", ""name"": ""P9 : Parking R\u00e9saplace Tarif R\u00e9duit Gare TGV"", ""level"": ""0"", ""operator"": ""EFFIA"", ""ref"": ""P9"", ""capacity:disabled"": ""yes"", ""park_ride"": ""no""}"
43.452758262,5.31753622954;"{""type"": ""LineString"", ""coordinates"": [[5.3173889, 43.4534303], [5.317333, 43.4534202], [5.3172964, 43.4534135], [5.3171744, 43.4534108], [5.3171358, 43.4533759], [5.317105, 43.4533492], [5.3170986, 43.4532737], [5.3171217, 43.4531963], [5.3172116, 43.4531544], [5.3174724, 43.453063], [5.3175956, 43.4530462], [5.3176637, 43.453036], [5.3177087, 43.453008], [5.3177588, 43.4529175], [5.3177921, 43.4527991], [5.3176868, 43.4525204], [5.31762, 43.4525483], [5.3176766, 43.4526612], [5.3168803, 43.452925], [5.3168533, 43.4528728], [5.3167698, 43.4528075], [5.3167493, 43.4527283], [5.3176008, 43.4524402], [5.31762, 43.4524672], [5.3177048, 43.4524066], [5.3178975, 43.4519824], [5.3180824, 43.4520356], [5.3179231, 43.4523973], [5.3178846, 43.452388], [5.3178756, 43.4524607], [5.3179103, 43.4524626], [5.3179938, 43.4528001], [5.317927, 43.4529903], [5.3178178, 43.4532429], [5.3177934, 43.4532868], [5.3177459, 43.4533073], [5.3173889, 43.4534303]]}";;Virgile1994;226908783;2016-06-26T17:20:05+02:00;parking;;"{""access"": ""private"", ""fee"": ""yes"", ""parking"": ""surface"", ""name"": ""Parking Location Gare TGV"", ""level"": ""0"", ""operator"": ""EFFIA"", ""ref"": ""P10"", ""capacity:disabled"": ""yes"", ""park_ride"": ""no""}"
43.4553529237,5.31808756894;"{""type"": ""LineString"", ""coordinates"": [[5.3184822, 43.4551858], [5.3183081, 43.4556626], [5.3179942, 43.4555972], [5.3179408, 43.4555519], [5.3177954, 43.4555252], [5.3178087, 43.4554864], [5.317694, 43.4554644], [5.317857, 43.4550566], [5.3184822, 43.4551858]]}";;gileri;23695403;2018-12-20T14:09:27+01:00;parking;;"{""lit"": ""yes"", ""fee"": ""yes"", ""capacity"": ""160"", ""name"": ""P5 : D\u00e9pose Minute Gare TGV"", ""level"": ""0"", ""ref"": ""P5"", ""parking"": ""surface"", ""access"": ""permissive"", ""maxstay"": ""30 min"", ""capacity:disabled"": ""4"", ""operator"": ""EFFIA"", ""park_ride"": ""no""}"
43.4558769578,5.31590380616;"{""type"": ""LineString"", ""coordinates"": [[5.3160245, 43.4563816], [5.3156086, 43.4563165], [5.3155627, 43.4562926], [5.3155496, 43.4562615], [5.3155136, 43.4560504], [5.3155065, 43.4557885], [5.3155239, 43.4555852], [5.3155966, 43.4554174], [5.3164175, 43.4555948], [5.3161332, 43.4562868], [5.3160245, 43.4563816]]}";;Coq;88764594;2018-09-21T12:05:38+02:00;parking;;"{""fee"": ""yes"", ""capacity"": ""1062"", ""name"": ""P3 : Parking Longue Dur\u00e9e / Abonn\u00e9 Gare TGV / R\u00e9saplace Classique Internet"", ""level"": ""0"", ""park_ride"": ""no"", ""parking"": ""multi-storey"", ""access"": ""permissive"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""capacity:disabled"": ""yes"", ""operator"": ""EFFIA"", ""ref"": ""P3""}"
43.4568236761,5.31601347577;"{""type"": ""LineString"", ""coordinates"": [[5.3159638, 43.4570681], [5.3157707, 43.4568812], [5.3158807, 43.4566125], [5.3160792, 43.45663], [5.3161935, 43.4566606], [5.3161838, 43.4567157], [5.3162472, 43.4567287], [5.3161301, 43.457035], [5.3160577, 43.4570214], [5.3159638, 43.4570681]]}";;Virgile1994;229904614;2016-06-26T17:20:07+02:00;parking;;"{""capacity"": ""400"", ""name"": ""Parking Personnel SNCF Gare TGV"", ""level"": ""0"", ""park_ride"": ""no"", ""capacity:disabled"": ""yes"", ""access"": ""private"", ""source"": ""Bing"", ""parking"": ""surface"", ""operator"": ""EFFIA"", ""ref"": ""P11""}"
43.4539518702,5.31742084158;"{""type"": ""LineString"", ""coordinates"": [[5.3173913, 43.4539734], [5.3174116, 43.4539222], [5.3174504, 43.4539304], [5.3174301, 43.4539815], [5.3173913, 43.4539734]]}";;nlehuby;666854485;2020-04-02T22:09:15+02:00;car_rental;;"{""brand:wikidata"": ""Q705664"", ""level"": ""0"", ""brand"": ""Sixt"", ""indoor"": ""area"", ""wheelchair"": ""yes"", ""name"": ""Sixt""}"
43.4540167851,5.31739508403;"{""type"": ""LineString"", ""coordinates"": [[5.3173913, 43.4539734], [5.3174301, 43.4539815], [5.3173988, 43.4540602], [5.3173601, 43.4540521], [5.3173913, 43.4539734]]}";;overflorian;666854486;2019-01-29T09:32:35+01:00;car_rental;;"{""wheelchair"": ""yes"", ""indoor"": ""area"", ""name"": ""Europcar"", ""level"": ""0""}"
43.2341941087,5.55327383133;"{""type"": ""LineString"", ""coordinates"": [[5.5532172, 43.2342094], [5.5532838, 43.2341475], [5.5533304, 43.2341818], [5.5532636, 43.2342394], [5.5532172, 43.2342094]]}";;bdiscoe;75922028;2016-07-16T05:25:41+02:00;shelter;;"{""building"": ""yes"", ""source"": ""v1 cadastre-dgi-fr: 2010"", ""level"": ""0"", ""wall"": ""no"", ""shelter_type"": ""public_transport""}"
44.6745658,6.6153673;"{""type"": ""LineString"", ""coordinates"": [[6.6153542, 44.6745057], [6.6154041, 44.6745109], [6.6153804, 44.6746259], [6.6153305, 44.6746207], [6.6153542, 44.6745057]]}";;Virgile1994;229677815;2013-10-28T23:00:02+01:00;shelter;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2013""}"
43.5708007043,7.11152117582;"{""type"": ""LineString"", ""coordinates"": [[7.1116819, 43.5709118], [7.1117485, 43.570795], [7.1115977, 43.5707552], [7.1113674, 43.5706945], [7.1113523, 43.5706905], [7.1112967, 43.5708067], [7.1116819, 43.5709118]]}";;Jiehong;30678909;2015-01-31T21:13:22+01:00;parking;;"{""operator"": ""SNCF"", ""fee"": ""yes"", ""capacity"": ""20"", ""parking"": ""surface""}"
43.7027679255,7.25828227729;"{""type"": ""LineString"", ""coordinates"": [[7.2576215, 43.7026525], [7.2578391, 43.702413], [7.2587205, 43.7027755], [7.2587116, 43.7029328], [7.2589038, 43.7030031], [7.258832, 43.7031133], [7.2576215, 43.7026525]]}";;vortininja;362392082;2017-12-22T17:13:43+01:00;parking;;"{""parking"": ""surface""}"
43.199456,5.6329572;"{""type"": ""Point"", ""coordinates"": [5.6329572, 43.199456]}";;cquest;2364712870;2013-06-28T20:25:43+02:00;drinking_water;;
43.1997052,5.6327026;"{""type"": ""Point"", ""coordinates"": [5.6327026, 43.1997052]}";;cquest;2364712894;2013-06-28T20:25:44+02:00;drinking_water;;
43.9219039,4.7850139;"{""type"": ""Point"", ""coordinates"": [4.7850139, 43.9219039]}";;Virgile1994;1450628857;2014-11-08T19:46:04+01:00;toilets;;"{""wheelchair"": ""yes"", ""indoor"": ""yes"", ""level"": ""0""}"
43.9223905,4.7869566;"{""type"": ""Point"", ""coordinates"": [4.7869566, 43.9223905]}";;frosm;2149998317;2017-12-22T20:16:28+01:00;parking_space;;"{""source"": ""Bing"", ""parking_space"": ""disabled""}"
43.9217979,4.7859968;"{""type"": ""Point"", ""coordinates"": [4.7859968, 43.9217979]}";;JLZIMMERMANN;2477578771;2015-02-20T22:16:31+01:00;bench;;"{""source"": ""survey 2015"", ""backrest"": ""no"", ""operator"": ""SNCF"", ""bench:material"": ""wood"", ""indoor"": ""yes""}"
43.9213652,4.7865519;"{""type"": ""Point"", ""coordinates"": [4.7865519, 43.9213652]}";;JLZIMMERMANN;2477611260;2013-09-30T14:47:03+02:00;vending_machine;;"{""operator"": ""SNCF"", ""source"": ""survey 2013"", ""indoor"": ""yes"", ""vending"": ""public_transport_tickets""}"
43.9219723,4.7864073;"{""type"": ""Point"", ""coordinates"": [4.7864073, 43.9219723]}";;JLZIMMERMANN;2500655736;2015-07-01T10:55:05+02:00;bench;;"{""source"": ""survey 2013"", ""level"": ""0""}"
43.9421123,4.8051426;"{""type"": ""Point"", ""coordinates"": [4.8051426, 43.9421123]}";;JLZIMMERMANN;2955798980;2018-03-28T08:34:24+02:00;post_box;;"{""note"": ""The object dispappeared or never happened to be there"", ""source"": ""survey 2017"", ""fixme"": ""absent"", ""operator"": ""La Poste"", ""colour"": ""grey"", ""ref"": ""A6I2P7""}"
44.0410854,4.8932137;"{""type"": ""Point"", ""coordinates"": [4.8932137, 44.0410854]}";;tony emery;3895521273;2016-04-01T11:44:53+02:00;waste_basket;;"{""operator"": ""CCPRO"", ""source"": ""CCPRO 2016"", ""recycling"": ""yes"", ""waste"": ""trash""}"
44.137261,4.819326;"{""type"": ""Point"", ""coordinates"": [4.819326, 44.137261]}";;JLZIMMERMANN;1529492861;2016-03-12T09:43:59+01:00;telephone;;"{""indoor"": ""yes"", ""level"": ""0""}"
44.137285,4.819328;"{""type"": ""Point"", ""coordinates"": [4.819328, 44.137285]}";;JLZIMMERMANN;1529492872;2016-03-12T09:43:59+01:00;telephone;;"{""indoor"": ""yes"", ""level"": ""0""}"
44.1374523,4.8193118;"{""type"": ""Point"", ""coordinates"": [4.8193118, 44.1374523]}";;JLZIMMERMANN;2281170418;2015-03-13T23:07:14+01:00;toilets;;"{""operator"": ""SNCF"", ""source"": ""survey 2013"", ""level"": ""0""}"
44.1374378,4.8198558;"{""type"": ""Point"", ""coordinates"": [4.8198558, 44.1374378]}";;cabinetcourbi;2484967619;2018-09-03T08:08:50+02:00;bench;;"{""survey:date"": ""2017-06-28"", ""backrest"": ""yes"", ""colour"": ""grey"", ""material"": ""wood"", ""source"": ""survey"", ""seats"": ""3"", ""operator"": ""SNCF"", ""covered"": ""no"", ""level"": ""0"", ""armrest"": ""yes""}"
44.1374269,4.819329;"{""type"": ""Point"", ""coordinates"": [4.819329, 44.1374269]}";;JLZIMMERMANN;2484975723;2015-12-02T17:52:06+01:00;vending_machine;;"{""source"": ""survey 2013"", ""vending"": ""public_transport_tickets"", ""level"": ""0"", ""operator"": ""SNCF"", ""colour"": ""yellow"", ""indoor"": ""yes""}"
44.1373964,4.8192607;"{""type"": ""Point"", ""coordinates"": [4.8192607, 44.1373964]}";;cabinetcourbi;2484979093;2018-06-19T08:06:11+02:00;bench;;"{""survey:date"": ""2018-05-23"", ""backrest"": ""yes"", ""level"": ""0"", ""colour"": ""brown"", ""material"": ""wood"", ""indoor"": ""yes"", ""source"": ""survey"", ""seats"": ""3"", ""operator"": ""SNCF"", ""armrest"": ""yes""}"
44.1373583,4.8193113;"{""type"": ""Point"", ""coordinates"": [4.8193113, 44.1373583]}";;tony emery;2484980856;2016-04-01T11:44:47+02:00;waste_basket;;"{""source"": ""CCPRO 2016"", ""waste"": ""trash"", ""capacity"": ""2"", ""level"": ""0"", ""operator"": ""SNCF"", ""covered"": ""yes"", ""indoor"": ""no""}"
44.1376719,4.8192286;"{""type"": ""Point"", ""coordinates"": [4.8192286, 44.1376719]}";;tony emery;2501910566;2016-04-01T11:44:48+02:00;waste_basket;;"{""source"": ""CCPRO 2016"", ""waste"": ""trash"", ""level"": ""0"", ""operator"": ""SNCF"", ""mapillary:S"": ""D_lnQXnb26VSXKOTL83eOw"", ""indoor"": ""no""}"
43.3023818,5.3800134;"{""type"": ""Point"", ""coordinates"": [5.3800134, 43.3023818]}";;oc-OpenStreetMap;2086034917;2020-01-02T21:02:59+01:00;taxi;;"{""name:oc"": ""Gara de Marselha - Sant Carles Sant (Montada)"", ""source:name:oc"": ""ieo-bdtopoc"", ""name"": ""Gare de Marseille-Saint-Charles (Mont\u00e9e)"", ""level"": ""-1""}"
43.3038771,5.377714;"{""type"": ""Point"", ""coordinates"": [5.377714, 43.3038771]}";;FrançoiseR;1345234436;2019-08-01T14:10:43+02:00;bicycle_rental;;"{""website"": ""http://www.levelo-mpm.fr/"", ""capacity"": ""12"", ""name"": ""Saint-Charles Zattara"", ""operator"": ""Cyclocity"", ""ref"": ""1345"", ""network"": ""Le v\u00e9lo""}"
43.2966949,5.4054163;"{""type"": ""Point"", ""coordinates"": [5.4054163, 43.2966949]}";;Secouss;4179420837;2018-12-05T10:48:53+01:00;shelter;;"{""lit"": ""yes"", ""network"": ""RTM"", ""level"": ""0"", ""operator"": ""R\u00e9gie des Transports Marseillais"", ""bench"": ""yes"", ""shelter_type"": ""public_transport"", ""name"": ""La Blancarde""}"
43.2955368,5.5648432;"{""type"": ""Point"", ""coordinates"": [5.5648432, 43.2955368]}";;Secouss;4200453526;2018-12-05T10:57:23+01:00;shelter;;"{""lit"": ""yes"", ""name"": ""Gare d'Aubagne"", ""shelter_type"": ""public_transport"", ""bench"": ""yes""}"
43.2956732,5.5650881;"{""type"": ""Point"", ""coordinates"": [5.5650881, 43.2956732]}";;Secouss;4200453561;2018-12-05T10:57:23+01:00;shelter;;"{""lit"": ""yes"", ""name"": ""Gare d'Aubagne"", ""shelter_type"": ""public_transport"", ""bench"": ""yes""}"
44.5628547,6.0857847;"{""type"": ""Point"", ""coordinates"": [6.0857847, 44.5628547]}";;Pa413;4434053952;2020-04-15T08:17:20+02:00;shelter;;"{""name"": ""Gap - Gare SNCF"", ""shelter_type"": ""public_transport"", ""bench"": ""yes""}"
44.8897496,6.6332116;"{""type"": ""Point"", ""coordinates"": [6.6332116, 44.8897496]}";;K_Peignot;2304917088;2013-05-15T12:21:09+02:00;taxi;;
43.5539126,7.0194454;"{""type"": ""Point"", ""coordinates"": [7.0194454, 43.5539126]}";;species;3039581991;2014-08-24T18:30:52+02:00;vending_machine;;"{""count"": ""2"", ""payment:debit_cards"": ""yes"", ""vending"": ""public_transport_tickets"", ""payment:coins"": ""yes"", ""payment:account_cards"": ""yes"", ""payment:credit_cards"": ""yes""}"
43.5539447,7.0212743;"{""type"": ""Point"", ""coordinates"": [7.0212743, 43.5539447]}";;Anonix35;3100495624;2019-09-28T12:11:27+02:00;parking_entrance;;"{""entrance"": ""yes""}"
43.5706888,7.1117737;"{""type"": ""Point"", ""coordinates"": [7.1117737, 43.5706888]}";;Klenje;2007944964;2012-11-11T10:45:27+01:00;taxi;;
43.5707187,7.1115051;"{""type"": ""Point"", ""coordinates"": [7.1115051, 43.5707187]}";;Klenje;2007944968;2012-11-11T10:45:27+01:00;bench;;"{""colour"": ""brown"", ""material"": ""wood"", ""backrest"": ""yes""}"
43.5859043,7.1195347;"{""type"": ""Point"", ""coordinates"": [7.1195347, 43.5859043]}";;wheelmap_visitor;1845571153;2017-05-22T14:49:57+02:00;car_rental;;"{""operator"": ""Avis"", ""wheelchair"": ""yes""}"
43.6570812,7.147291;"{""type"": ""Point"", ""coordinates"": [7.147291, 43.6570812]}";;Mg2;531609827;2013-09-30T16:02:08+02:00;taxi;;
43.7040472,7.2616862;"{""type"": ""Point"", ""coordinates"": [7.2616862, 43.7040472]}";;miniwark;3670179078;2015-07-28T14:02:38+02:00;taxi;;
43.9205965728,4.78425268446;"{""type"": ""LineString"", ""coordinates"": [[4.7849677, 43.9203168], [4.7850079, 43.9203606], [4.7850411, 43.9203968], [4.7849943, 43.9204287], [4.7850304, 43.9204657], [4.7850952, 43.9205862], [4.7840311, 43.9209262], [4.7838326, 43.9206087], [4.7834079, 43.920735], [4.7833664, 43.9206755], [4.7835476, 43.9205963], [4.7838595, 43.9204855], [4.7849677, 43.9203168]]}";;Patchi;131739227;2020-01-05T15:20:40+01:00;parking;;"{""parking"": ""surface"", ""description"": ""Parking abonn\u00e9s et box"", ""name"": ""P4""}"
43.9201793983,4.78891125662;"{""type"": ""LineString"", ""coordinates"": [[4.7885483, 43.920688], [4.7884889, 43.9205677], [4.7884421, 43.9204224], [4.7884334, 43.9203957], [4.7884943, 43.9202666], [4.7883813, 43.9198382], [4.7893015, 43.9197112], [4.7894937, 43.9204371], [4.7885483, 43.920688]]}";;Gall;131744784;2011-11-16T14:00:56+01:00;parking;;"{""parking"": ""surface"", ""description"": ""Parking longue dur\u00e9e"", ""name"": ""P5""}"
43.9215525591,4.78622076831;"{""type"": ""LineString"", ""coordinates"": [[4.7861444, 43.9216135], [4.7861092, 43.921554], [4.7862941, 43.9214913], [4.7863332, 43.9215512], [4.7861444, 43.9216135]]}";;frosm;131859996;2019-06-30T01:59:13+02:00;reception_desk;;"{""indoor"": ""yes"", ""room"": ""yes"", ""name"": ""Accueil"", ""level"": ""0""}"
43.9233463581,4.78808898291;"{""type"": ""LineString"", ""coordinates"": [[4.7880523, 43.9239078], [4.7879471, 43.9238843], [4.7875141, 43.923221], [4.787482, 43.9231472], [4.787483, 43.9231106], [4.7875179, 43.9230814], [4.7875821, 43.9230304], [4.7880531, 43.922724], [4.7881973, 43.922653], [4.7886429, 43.9238581], [4.7885833, 43.9238795], [4.7885019, 43.9238833], [4.7884164, 43.9238693], [4.788333, 43.9238668], [4.7882359, 43.9238811], [4.7880523, 43.9239078]]}";;cabinetcourbi;136174244;2018-11-28T22:09:55+01:00;parking;;"{""parking"": ""surface""}"
43.9227270305,4.78519701804;"{""type"": ""LineString"", ""coordinates"": [[4.784443, 43.9228372], [4.7844677, 43.9228777], [4.7845772, 43.9230514], [4.7850514, 43.9229027], [4.7852785, 43.9228314], [4.7855505, 43.9227461], [4.785656, 43.922713], [4.7857814, 43.9226732], [4.7858287, 43.9226589], [4.7859032, 43.9226356], [4.7859499, 43.9226209], [4.7858165, 43.9224024], [4.7852568, 43.9225796], [4.785038, 43.9226395], [4.7847335, 43.9227456], [4.784443, 43.9228372]]}";;cabinetcourbi;311800098;2020-01-29T22:16:40+01:00;bus_station;;"{""name"": ""Avignon Gare TGV"", ""public_transport"": ""station""}"
43.9422374988,4.80593387891;"{""type"": ""LineString"", ""coordinates"": [[4.805951, 43.9423791], [4.8054847, 43.9423868], [4.8054892, 43.9423435], [4.8053998, 43.9423233], [4.805467, 43.9421448], [4.8054813, 43.9421284], [4.8055302, 43.9421326], [4.8055798, 43.9420973], [4.805895, 43.9420893], [4.8058914, 43.9421345], [4.8060653, 43.9421249], [4.806483, 43.9421307], [4.8064787, 43.9422466], [4.8064562, 43.9422845], [4.8064242, 43.9423078], [4.8060774, 43.9423624], [4.805951, 43.9423791]]}";;JLZIMMERMANN;58114451;2019-11-24T18:56:28+01:00;parking;;"{""source"": ""Bing"", ""fee"": ""yes"", ""supervised"": ""yes"", ""name"": ""Gare centre"", ""surface"": ""asphalt""}"
44.1373213045,4.81921063892;"{""type"": ""LineString"", ""coordinates"": [[4.8192914, 44.1372058], [4.8192852, 44.1372298], [4.8192597, 44.137363], [4.8191159, 44.1374154], [4.8191038, 44.1373748], [4.8191569, 44.137361], [4.819189, 44.137338], [4.8192059, 44.137313], [4.8192229, 44.1372381], [4.8192432, 44.1372215], [4.8192914, 44.1372058]]}";;tony emery;147273926;2019-12-12T11:18:26+01:00;parking;;"{""access"": ""customers"", ""lit"": ""yes"", ""capacity"": ""8"", ""source"": ""survey"", ""level"": ""0"", ""operator"": ""Mairie d'Orange"", ""survey:date"": ""2019-03-29"", ""surface"": ""asphalt""}"
44.1371520993,4.81929216923;"{""type"": ""LineString"", ""coordinates"": [[4.8192431, 44.1371795], [4.8191519, 44.1372173], [4.8190981, 44.1372335], [4.8190562, 44.1372623], [4.819025, 44.1372436], [4.8190693, 44.1372114], [4.8191297, 44.1371942], [4.819466, 44.1370703], [4.8195599, 44.1370662], [4.8195599, 44.137088], [4.8194743, 44.1371008], [4.8192431, 44.1371795]]}";;tony emery;364901772;2019-12-12T11:18:26+01:00;parking;;"{""access"": ""customers"", ""source"": ""survey 2016"", ""level"": ""0"", ""operator"": ""Mairie d'Orange"", ""surface"": ""asphalt""}"
43.3023054218,5.37998327131;"{""type"": ""LineString"", ""coordinates"": [[5.380237, 43.3021138], [5.3801651, 43.3021867], [5.3800552, 43.3022982], [5.3799452, 43.3024097], [5.3798951, 43.3024605], [5.379806, 43.3025428], [5.3797296, 43.3024999], [5.3798616, 43.3023647], [5.3799695, 43.3022542], [5.3800796, 43.3021415], [5.3801515, 43.3020679], [5.380237, 43.3021138]]}";;oc-OpenStreetMap;198475589;2019-05-20T18:57:26+02:00;parking;;"{""name:oc"": ""Depausa-l\u00e8u Bourdet"", ""source:name:oc"": ""ieo-bdtopoc"", ""name"": ""D\u00e9pose-minute Bourdet"", ""level"": ""-1""}"
43.3022742791,5.38103027154;"{""type"": ""LineString"", ""coordinates"": [[5.3807776, 43.3021503], [5.3811422, 43.3023357], [5.3811717, 43.3023455], [5.3811918, 43.3023352], [5.3812556, 43.3022801], [5.3812542, 43.3022649], [5.3813427, 43.302222], [5.3813716, 43.3022259], [5.3812162, 43.3023728], [5.3812084, 43.3023796], [5.3811954, 43.3023909], [5.3811384, 43.302407], [5.3810653, 43.3023855], [5.3807555, 43.3022259], [5.3806998, 43.3021801], [5.3806945, 43.3021454], [5.3807003, 43.3021299], [5.3807059, 43.3021152], [5.3807776, 43.3021503]]}";;Virgile1994;417106512;2016-05-27T22:59:10+02:00;motorcycle_parking;;"{""fee"": ""yes"", ""level"": ""-1""}"
43.45397198,5.31666906404;"{""type"": ""LineString"", ""coordinates"": [[5.3170132, 43.4543878], [5.3169987, 43.4544222], [5.3161038, 43.4542179], [5.3160491, 43.4541405], [5.3161101, 43.4540279], [5.3162154, 43.4538983], [5.3164231, 43.4536759], [5.316551, 43.4535696], [5.316632, 43.4535129], [5.3166793, 43.4535617], [5.3167431, 43.4535605], [5.3170503, 43.453633], [5.3170792, 43.4535764], [5.3171754, 43.4535993], [5.3169252, 43.4542218], [5.3169291, 43.4542768], [5.3170132, 43.4543878]]}";;Coq;23695425;2018-10-08T11:34:30+02:00;parking;;"{""fee"": ""yes"", ""capacity"": ""216"", ""name"": ""P1 : Parking Longue Dur\u00e9e Gare TGV"", ""level"": ""0"", ""park_ride"": ""no"", ""parking"": ""surface"", ""access"": ""permissive"", ""capacity:disabled"": ""yes"", ""operator"": ""EFFIA"", ""ref"": ""P1""}"
43.4550432184,5.31680828799;"{""type"": ""LineString"", ""coordinates"": [[5.3173168, 43.4536682], [5.3173324, 43.4536316], [5.3173575, 43.453634], [5.3173887, 43.4536415], [5.3174171, 43.4536484], [5.3165309, 43.4558663], [5.3163023, 43.4564499], [5.3162764, 43.4564479], [5.3162241, 43.4564438], [5.3162017, 43.4564338], [5.3163858, 43.4559857], [5.3166375, 43.4553284], [5.3169987, 43.4544222], [5.3170132, 43.4543878], [5.3173168, 43.4536682]]}";;Coq;226908772;2018-09-29T14:48:00+02:00;parking;;"{""access"": ""yes"", ""fee"": ""yes"", ""name"": ""D\u00e9pose Minute Gare TGV"", ""maxstay"": ""30 min"", ""level"": ""0"", ""operator"": ""EFFIA"", ""parking"": ""surface""}"
43.4542749281,5.31842690957;"{""type"": ""LineString"", ""coordinates"": [[5.3180478, 43.4545711], [5.3185693, 43.4546895], [5.3187264, 43.4543519], [5.3187165, 43.4539575], [5.3187014, 43.4538995], [5.3183396, 43.4538259], [5.3180478, 43.4545711]]}";;gileri;23695401;2018-12-20T14:09:27+01:00;parking;;"{""lit"": ""yes"", ""fee"": ""yes"", ""capacity"": ""89"", ""name"": ""P6 : Parking Abonn\u00e9s Gare TGV"", ""level"": ""0"", ""ref"": ""P6"", ""parking"": ""surface"", ""access"": ""permissive"", ""capacity:disabled"": ""yes"", ""operator"": ""EFFIA"", ""park_ride"": ""no""}"
